GEOID,B13016_001E,B13016_002E,B13016_003E,B13016_004E,B13016_005E,B13016_006E,B13016_007E,B13016_008E,B13016_009E,B13016_010E,B13016_011E,B13016_012E,B13016_013E,B13016_014E,B13016_015E,B13016_016E,B13016_017E
37101041505,1094.0,31.0,0.0,4.0,14.0,13.0,0.0,0.0,0.0,1063.0,156.0,93.0,123.0,226.0,31.0,175.0,259.0
37101041506,550.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,545.0,191.0,54.0,67.0,78.0,21.0,18.0,116.0
37101041507,1092.0,20.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,1072.0,76.0,161.0,84.0,299.0,152.0,155.0,145.0
37101041508,684.0,53.0,0.0,0.0,28.0,25.0,0.0,0.0,0.0,631.0,146.0,18.0,12.0,60.0,80.0,73.0,242.0
37101041509,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,224.0,109.0,244.0,17.0,111.0,123.0,171.0
37101041510,370.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,334.0,0.0,18.0,138.0,32.0,3.0,49.0,94.0
37101041511,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,226.0,97.0,0.0,102.0,38.0,182.0,119.0
37103920100,744.0,37.0,0.0,24.0,3.0,10.0,0.0,0.0,0.0,707.0,105.0,97.0,105.0,127.0,26.0,153.0,94.0
37103920200,492.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,474.0,125.0,32.0,47.0,67.0,62.0,26.0,115.0
37103920300,513.0,10.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,503.0,85.0,36.0,31.0,53.0,113.0,46.0,139.0
37105030101,1295.0,50.0,0.0,0.0,18.0,20.0,0.0,12.0,0.0,1245.0,219.0,142.0,250.0,135.0,140.0,170.0,189.0
37105030102,1032.0,131.0,0.0,0.0,0.0,84.0,47.0,0.0,0.0,901.0,97.0,131.0,52.0,268.0,33.0,129.0,191.0
37105030200,857.0,35.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,822.0,87.0,69.0,96.0,117.0,89.0,201.0,163.0
37105030300,527.0,37.0,0.0,24.0,0.0,13.0,0.0,0.0,0.0,490.0,116.0,96.0,59.0,7.0,112.0,55.0,45.0
37105030401,1031.0,125.0,0.0,28.0,61.0,0.0,36.0,0.0,0.0,906.0,178.0,132.0,203.0,49.0,45.0,192.0,107.0
37105030402,1608.0,69.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1539.0,258.0,146.0,63.0,468.0,104.0,294.0,206.0
37105030502,512.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,131.0,47.0,21.0,106.0,60.0,86.0,53.0
37105030504,959.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,944.0,0.0,165.0,212.0,220.0,186.0,41.0,120.0
37105030505,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,103.0,127.0,16.0,53.0,109.0,113.0,139.0
37105030506,530.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,518.0,46.0,72.0,138.0,48.0,39.0,42.0,133.0
37105030507,687.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,679.0,58.0,32.0,92.0,142.0,55.0,161.0,139.0
37105030601,585.0,50.0,0.0,37.0,4.0,0.0,9.0,0.0,0.0,535.0,29.0,26.0,82.0,62.0,81.0,104.0,151.0
37105030602,1677.0,37.0,0.0,10.0,0.0,27.0,0.0,0.0,0.0,1640.0,276.0,131.0,120.0,103.0,400.0,351.0,259.0
37105030702,1252.0,81.0,0.0,32.0,40.0,9.0,0.0,0.0,0.0,1171.0,286.0,64.0,210.0,60.0,216.0,76.0,259.0
37105030703,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,101.0,0.0,15.0,40.0,0.0,54.0,66.0
37105030704,726.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,721.0,58.0,247.0,97.0,39.0,78.0,24.0,178.0
37107010100,966.0,72.0,0.0,30.0,0.0,42.0,0.0,0.0,0.0,894.0,68.0,59.0,159.0,216.0,89.0,227.0,76.0
37107010200,513.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,487.0,108.0,40.0,29.0,29.0,109.0,104.0,68.0
37107010300,410.0,78.0,20.0,26.0,10.0,11.0,11.0,0.0,0.0,332.0,42.0,82.0,22.0,33.0,34.0,74.0,45.0
37107010400,247.0,103.0,0.0,0.0,19.0,84.0,0.0,0.0,0.0,144.0,28.0,22.0,26.0,0.0,21.0,8.0,39.0
37107010500,915.0,221.0,0.0,66.0,78.0,52.0,25.0,0.0,0.0,694.0,233.0,66.0,81.0,23.0,159.0,65.0,67.0
37107010600,564.0,28.0,0.0,0.0,21.0,0.0,0.0,0.0,7.0,536.0,40.0,117.0,58.0,36.0,151.0,29.0,105.0
37107010700,417.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,413.0,38.0,21.0,61.0,4.0,58.0,60.0,171.0
37107010800,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,97.0,136.0,95.0,73.0,65.0,106.0,83.0
37107010900,707.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,689.0,132.0,137.0,21.0,143.0,105.0,61.0,90.0
37107011001,737.0,38.0,0.0,5.0,17.0,7.0,9.0,0.0,0.0,699.0,131.0,25.0,110.0,58.0,161.0,90.0,124.0
37107011002,734.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,727.0,74.0,60.0,84.0,119.0,78.0,130.0,182.0
37107011100,1265.0,70.0,0.0,0.0,45.0,25.0,0.0,0.0,0.0,1195.0,174.0,309.0,129.0,153.0,24.0,227.0,179.0
37107011201,409.0,40.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,369.0,43.0,9.0,41.0,38.0,60.0,15.0,163.0
37107011202,1018.0,94.0,0.0,4.0,3.0,40.0,0.0,47.0,0.0,924.0,144.0,113.0,112.0,81.0,211.0,39.0,224.0
37107011301,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,19.0,20.0,94.0,0.0,0.0,18.0,36.0
37107011302,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,80.0,217.0,59.0,227.0,158.0,60.0,192.0
37107011400,721.0,15.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,706.0,64.0,18.0,140.0,67.0,129.0,92.0,196.0
37109070100,1208.0,130.0,44.0,0.0,47.0,0.0,39.0,0.0,0.0,1078.0,99.0,50.0,369.0,97.0,137.0,138.0,188.0
37109070201,1648.0,43.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0,1605.0,339.0,98.0,265.0,275.0,166.0,202.0,260.0
37109070202,807.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,124.0,45.0,201.0,70.0,104.0,65.0,169.0
37109070300,695.0,60.0,0.0,0.0,8.0,18.0,24.0,10.0,0.0,635.0,110.0,77.0,73.0,56.0,104.0,139.0,76.0
37109070400,1028.0,95.0,0.0,0.0,53.0,42.0,0.0,0.0,0.0,933.0,169.0,180.0,47.0,129.0,154.0,70.0,184.0
37109070500,777.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,766.0,33.0,70.0,54.0,99.0,186.0,119.0,205.0
37109070600,1250.0,66.0,0.0,14.0,35.0,4.0,0.0,13.0,0.0,1184.0,124.0,178.0,322.0,88.0,67.0,124.0,281.0
37109070700,716.0,41.0,0.0,0.0,26.0,4.0,11.0,0.0,0.0,675.0,116.0,98.0,114.0,72.0,85.0,92.0,98.0
37109070800,1489.0,84.0,0.0,44.0,18.0,0.0,0.0,22.0,0.0,1405.0,188.0,158.0,137.0,271.0,119.0,328.0,204.0
37109070901,674.0,36.0,0.0,9.0,14.0,0.0,12.0,1.0,0.0,638.0,31.0,65.0,124.0,103.0,79.0,85.0,151.0
37109070902,1840.0,18.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,1822.0,525.0,199.0,54.0,253.0,208.0,179.0,404.0
37109071001,1141.0,42.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,1099.0,193.0,91.0,139.0,103.0,124.0,218.0,231.0
37109071002,554.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,543.0,14.0,69.0,83.0,215.0,39.0,29.0,94.0
37109071101,1202.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1182.0,109.0,86.0,188.0,93.0,187.0,215.0,304.0
37109071102,1434.0,58.0,8.0,0.0,0.0,50.0,0.0,0.0,0.0,1376.0,143.0,73.0,85.0,107.0,147.0,438.0,383.0
37109071201,304.0,37.0,0.0,0.0,0.0,34.0,3.0,0.0,0.0,267.0,21.0,38.0,19.0,42.0,61.0,39.0,47.0
37109071202,590.0,23.0,0.0,0.0,5.0,6.0,12.0,0.0,0.0,567.0,69.0,12.0,32.0,138.0,122.0,86.0,108.0
37109071203,1065.0,29.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,1036.0,144.0,116.0,21.0,72.0,146.0,220.0,317.0
37111970101,521.0,119.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,402.0,0.0,20.0,76.0,67.0,23.0,58.0,158.0
37111970102,653.0,127.0,0.0,0.0,3.0,124.0,0.0,0.0,0.0,526.0,0.0,15.0,75.0,10.0,194.0,194.0,38.0
37111970200,975.0,56.0,0.0,10.0,30.0,16.0,0.0,0.0,0.0,919.0,207.0,78.0,194.0,65.0,158.0,92.0,125.0
37111970300,803.0,35.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,768.0,133.0,81.0,93.0,51.0,80.0,151.0,179.0
37111970400,792.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,781.0,103.0,95.0,233.0,21.0,0.0,145.0,184.0
37111970500,642.0,27.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,615.0,138.0,42.0,15.0,39.0,225.0,12.0,144.0
37111970600,841.0,21.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,820.0,85.0,100.0,81.0,207.0,93.0,85.0,169.0
37111970700,713.0,48.0,0.0,35.0,13.0,0.0,0.0,0.0,0.0,665.0,123.0,59.0,91.0,73.0,72.0,78.0,169.0
37111970800,615.0,16.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,599.0,34.0,0.0,71.0,136.0,74.0,87.0,197.0
37111970902,807.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,782.0,186.0,0.0,76.0,69.0,170.0,68.0,213.0
37111970903,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194.0,268.0,259.0,78.0,131.0,133.0,234.0,91.0
37111970904,693.0,33.0,0.0,24.0,0.0,9.0,0.0,0.0,0.0,660.0,86.0,129.0,19.0,127.0,99.0,103.0,97.0
37113970100,641.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,602.0,111.0,103.0,32.0,27.0,79.0,133.0,117.0
37113970200,781.0,68.0,0.0,0.0,0.0,53.0,15.0,0.0,0.0,713.0,141.0,12.0,166.0,129.0,120.0,51.0,94.0
37113970302,760.0,40.0,22.0,10.0,8.0,0.0,0.0,0.0,0.0,720.0,57.0,82.0,49.0,160.0,60.0,151.0,161.0
37113970303,346.0,100.0,0.0,51.0,8.0,41.0,0.0,0.0,0.0,246.0,15.0,52.0,14.0,56.0,39.0,0.0,70.0
37113970304,403.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,399.0,65.0,86.0,8.0,56.0,31.0,77.0,76.0
37113970400,833.0,55.0,0.0,31.0,10.0,14.0,0.0,0.0,0.0,778.0,137.0,179.0,36.0,206.0,82.0,90.0,48.0
37113970501,167.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,153.0,50.0,37.0,2.0,10.0,10.0,27.0,17.0
37113970502,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,10.0,5.0,52.0,48.0,31.0,15.0,42.0
37113970600,1138.0,25.0,0.0,0.0,18.0,0.0,0.0,0.0,7.0,1113.0,90.0,142.0,289.0,51.0,161.0,256.0,124.0
37113970700,1308.0,38.0,0.0,0.0,0.0,24.0,14.0,0.0,0.0,1270.0,271.0,0.0,174.0,155.0,124.0,291.0,255.0
37115010100,552.0,21.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,531.0,136.0,93.0,47.0,58.0,68.0,52.0,77.0
37115010200,575.0,38.0,0.0,25.0,9.0,0.0,4.0,0.0,0.0,537.0,89.0,79.0,43.0,38.0,117.0,96.0,75.0
37115010400,343.0,23.0,10.0,0.0,0.0,7.0,0.0,0.0,6.0,320.0,13.0,51.0,47.0,21.0,21.0,71.0,96.0
37115010500,865.0,31.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,834.0,9.0,101.0,143.0,231.0,112.0,50.0,188.0
37115010601,693.0,67.0,11.0,0.0,0.0,0.0,56.0,0.0,0.0,626.0,195.0,167.0,55.0,30.0,55.0,16.0,108.0
37115010602,872.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,868.0,61.0,124.0,171.0,97.0,164.0,123.0,128.0
37115010700,672.0,24.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,648.0,123.0,42.0,62.0,100.0,51.0,133.0,137.0
37117970100,745.0,130.0,0.0,44.0,35.0,51.0,0.0,0.0,0.0,615.0,160.0,34.0,88.0,54.0,65.0,69.0,145.0
37117970200,767.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,744.0,276.0,0.0,62.0,15.0,76.0,74.0,241.0
37117970300,926.0,175.0,1.0,56.0,48.0,31.0,0.0,39.0,0.0,751.0,71.0,22.0,69.0,166.0,340.0,63.0,20.0
37117970400,337.0,9.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,328.0,8.0,17.0,44.0,106.0,47.0,20.0,86.0
37117970500,1267.0,14.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,1253.0,196.0,87.0,94.0,69.0,259.0,236.0,312.0
37117970600,628.0,76.0,6.0,65.0,0.0,3.0,0.0,0.0,2.0,552.0,95.0,40.0,132.0,74.0,31.0,59.0,121.0
37119000101,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,191.0,99.0,0.0,0.0,20.0,0.0
37119000102,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,144.0,257.0,110.0,97.0,0.0,173.0
37119000103,807.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,795.0,128.0,208.0,87.0,194.0,29.0,108.0,41.0
37119000104,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,12.0,45.0,70.0,25.0,7.0,16.0
37119000301,302.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,293.0,0.0,22.0,153.0,61.0,16.0,32.0,9.0
37119000302,202.0,18.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,184.0,0.0,8.0,79.0,50.0,33.0,14.0,0.0
37119000401,667.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,637.0,0.0,284.0,198.0,84.0,44.0,18.0,9.0
37119000402,879.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,867.0,0.0,544.0,231.0,25.0,46.0,21.0,0.0
37119000501,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,243.0,175.0,332.0,53.0,0.0,18.0,87.0
37119000502,482.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,428.0,0.0,199.0,138.0,16.0,60.0,15.0,0.0
37119000503,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,174.0,71.0,93.0,30.0,20.0,40.0
37119000600,946.0,68.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,878.0,6.0,133.0,404.0,124.0,53.0,97.0,61.0
37119000700,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,73.0,136.0,155.0,76.0,16.0,26.0
37119000800,965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.0,76.0,91.0,301.0,160.0,117.0,161.0,59.0
37119000900,598.0,19.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,579.0,35.0,63.0,143.0,170.0,87.0,45.0,36.0
37119001000,982.0,42.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,940.0,40.0,96.0,298.0,234.0,111.0,54.0,107.0
37119001100,1285.0,49.0,0.0,0.0,14.0,7.0,28.0,0.0,0.0,1236.0,12.0,130.0,402.0,186.0,237.0,207.0,62.0
37119001200,1351.0,100.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,1251.0,131.0,269.0,170.0,225.0,131.0,283.0,42.0
37119001300,1343.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1315.0,26.0,194.0,432.0,252.0,175.0,148.0,88.0
37119001400,1347.0,30.0,0.0,0.0,3.0,8.0,19.0,0.0,0.0,1317.0,140.0,156.0,349.0,275.0,175.0,52.0,170.0
37119001504,1716.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1670.0,76.0,164.0,263.0,284.0,503.0,160.0,220.0
37119001505,1223.0,224.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,999.0,117.0,74.0,170.0,54.0,80.0,163.0,341.0
37119001507,1225.0,88.0,0.0,24.0,19.0,0.0,45.0,0.0,0.0,1137.0,173.0,103.0,126.0,162.0,149.0,223.0,201.0
37119001508,1425.0,76.0,26.0,0.0,0.0,20.0,14.0,16.0,0.0,1349.0,168.0,191.0,147.0,235.0,181.0,277.0,150.0
37119001509,1123.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1112.0,251.0,21.0,149.0,70.0,155.0,168.0,298.0
37119001510,831.0,33.0,23.0,0.0,0.0,0.0,0.0,10.0,0.0,798.0,31.0,110.0,340.0,79.0,37.0,116.0,85.0
37119001603,1195.0,113.0,0.0,0.0,29.0,27.0,15.0,42.0,0.0,1082.0,106.0,109.0,256.0,115.0,141.0,224.0,131.0
37119001605,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,39.0,7.0,172.0,101.0,72.0,9.0,64.0
37119001606,1113.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1088.0,231.0,63.0,291.0,205.0,49.0,149.0,100.0
37119001607,816.0,81.0,0.0,0.0,0.0,16.0,65.0,0.0,0.0,735.0,30.0,30.0,149.0,244.0,128.0,87.0,67.0
37119001608,1086.0,50.0,0.0,25.0,0.0,16.0,0.0,9.0,0.0,1036.0,240.0,236.0,78.0,115.0,152.0,55.0,160.0
37119001609,665.0,13.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,652.0,70.0,96.0,130.0,50.0,149.0,86.0,71.0
37119001701,1550.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1529.0,56.0,335.0,260.0,233.0,327.0,279.0,39.0
37119001702,1674.0,98.0,3.0,0.0,16.0,56.0,19.0,4.0,0.0,1576.0,187.0,177.0,256.0,158.0,352.0,301.0,145.0
37119001801,444.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,433.0,7.0,29.0,163.0,134.0,26.0,37.0,37.0
37119001802,1343.0,46.0,0.0,4.0,8.0,9.0,8.0,17.0,0.0,1297.0,199.0,36.0,262.0,226.0,92.0,135.0,347.0
37119001910,1513.0,245.0,0.0,73.0,113.0,36.0,14.0,9.0,0.0,1268.0,164.0,192.0,275.0,189.0,130.0,69.0,249.0
37119001911,1611.0,21.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,1590.0,81.0,262.0,272.0,241.0,238.0,102.0,394.0
37119001914,1318.0,239.0,32.0,155.0,12.0,9.0,0.0,31.0,0.0,1079.0,128.0,315.0,153.0,135.0,108.0,54.0,186.0
37119001916,1103.0,174.0,0.0,37.0,27.0,83.0,27.0,0.0,0.0,929.0,147.0,168.0,112.0,73.0,143.0,161.0,125.0
37119001917,1157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,109.0,133.0,169.0,233.0,70.0,173.0,270.0
37119001918,1445.0,59.0,0.0,13.0,0.0,46.0,0.0,0.0,0.0,1386.0,121.0,114.0,379.0,343.0,128.0,210.0,91.0
37119001919,978.0,136.0,9.0,70.0,45.0,12.0,0.0,0.0,0.0,842.0,107.0,47.0,171.0,127.0,152.0,151.0,87.0
37119001920,1386.0,102.0,0.0,19.0,28.0,35.0,20.0,0.0,0.0,1284.0,170.0,332.0,142.0,82.0,188.0,182.0,188.0
37119001921,595.0,35.0,0.0,0.0,13.0,16.0,6.0,0.0,0.0,560.0,88.0,78.0,80.0,49.0,80.0,97.0,88.0
37119001922,1377.0,128.0,0.0,0.0,0.0,32.0,82.0,14.0,0.0,1249.0,195.0,136.0,220.0,198.0,124.0,246.0,130.0
37119001923,1098.0,43.0,0.0,35.0,0.0,7.0,1.0,0.0,0.0,1055.0,183.0,94.0,53.0,176.0,329.0,96.0,124.0
37119001924,374.0,39.0,0.0,27.0,0.0,12.0,0.0,0.0,0.0,335.0,64.0,73.0,20.0,36.0,62.0,44.0,36.0
37119001925,1789.0,99.0,0.0,58.0,19.0,0.0,22.0,0.0,0.0,1690.0,226.0,153.0,248.0,267.0,202.0,269.0,325.0
37119001926,1005.0,44.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,961.0,111.0,36.0,120.0,284.0,131.0,185.0,94.0
37119001927,1094.0,66.0,0.0,0.0,15.0,51.0,0.0,0.0,0.0,1028.0,144.0,150.0,187.0,87.0,113.0,136.0,211.0
37119002004,1140.0,98.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,1042.0,72.0,92.0,112.0,328.0,39.0,220.0,179.0
37119002005,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,54.0,47.0,70.0,155.0,302.0,19.0,63.0
37119002006,1107.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1102.0,196.0,3.0,95.0,75.0,130.0,190.0,413.0
37119002007,660.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,613.0,18.0,6.0,156.0,136.0,178.0,0.0,119.0
37119002008,552.0,67.0,0.0,0.0,38.0,0.0,0.0,0.0,29.0,485.0,59.0,0.0,30.0,58.0,80.0,147.0,111.0
37119002100,869.0,105.0,0.0,0.0,17.0,78.0,10.0,0.0,0.0,764.0,67.0,32.0,88.0,220.0,94.0,144.0,119.0
37119002201,841.0,72.0,0.0,0.0,34.0,0.0,17.0,21.0,0.0,769.0,129.0,20.0,50.0,274.0,38.0,114.0,144.0
37119002202,1026.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1011.0,118.0,202.0,395.0,69.0,30.0,76.0,121.0
37119002300,919.0,119.0,0.0,15.0,33.0,58.0,13.0,0.0,0.0,800.0,131.0,60.0,225.0,28.0,193.0,69.0,94.0
37119002400,1483.0,48.0,0.0,0.0,0.0,23.0,12.0,13.0,0.0,1435.0,12.0,177.0,712.0,221.0,151.0,72.0,90.0
37119002500,752.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,739.0,53.0,133.0,239.0,124.0,81.0,67.0,42.0
37119002600,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,24.0,40.0,153.0,65.0,70.0,106.0,30.0
37119002701,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,59.0,63.0,82.0,51.0,95.0,31.0,114.0
37119002702,1642.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1589.0,376.0,320.0,138.0,111.0,154.0,268.0,222.0
37119002800,744.0,13.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,731.0,117.0,23.0,75.0,85.0,77.0,136.0,218.0
37119002903,949.0,71.0,0.0,0.0,0.0,29.0,22.0,0.0,20.0,878.0,150.0,55.0,110.0,48.0,105.0,216.0,194.0
37119002905,741.0,27.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,714.0,174.0,34.0,39.0,58.0,99.0,100.0,210.0
37119002907,1051.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1029.0,136.0,142.0,109.0,295.0,66.0,57.0,224.0
37119002908,443.0,30.0,0.0,0.0,14.0,0.0,0.0,16.0,0.0,413.0,0.0,65.0,27.0,52.0,76.0,131.0,62.0
37119002909,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,86.0,86.0,19.0,104.0,77.0,0.0,83.0
37119002910,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,0.0,27.0,65.0,370.0,162.0,114.0,127.0
37119003006,1210.0,64.0,0.0,0.0,27.0,16.0,21.0,0.0,0.0,1146.0,79.0,47.0,268.0,254.0,157.0,153.0,188.0
37119003008,1723.0,64.0,0.0,0.0,31.0,33.0,0.0,0.0,0.0,1659.0,328.0,152.0,188.0,257.0,304.0,108.0,322.0
37119003012,719.0,96.0,0.0,0.0,8.0,21.0,67.0,0.0,0.0,623.0,57.0,96.0,29.0,143.0,76.0,65.0,157.0
37119003013,919.0,58.0,0.0,0.0,0.0,51.0,7.0,0.0,0.0,861.0,74.0,49.0,55.0,132.0,42.0,182.0,327.0
37119003015,1330.0,74.0,0.0,0.0,16.0,37.0,21.0,0.0,0.0,1256.0,212.0,110.0,121.0,167.0,174.0,147.0,325.0
37119003016,1437.0,20.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,1417.0,255.0,99.0,235.0,168.0,131.0,255.0,274.0
37119003017,880.0,18.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,862.0,77.0,39.0,27.0,131.0,120.0,288.0,180.0
37119003018,604.0,38.0,0.0,1.0,10.0,18.0,9.0,0.0,0.0,566.0,106.0,53.0,24.0,116.0,82.0,85.0,100.0
37119003019,291.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,281.0,6.0,0.0,20.0,29.0,125.0,74.0,27.0
37119003020,691.0,25.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,666.0,112.0,65.0,0.0,33.0,165.0,109.0,182.0
37119003021,768.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,752.0,126.0,18.0,110.0,170.0,113.0,135.0,80.0
37119003022,836.0,62.0,0.0,0.0,0.0,54.0,0.0,8.0,0.0,774.0,68.0,21.0,21.0,217.0,99.0,35.0,313.0
37119003102,1127.0,33.0,0.0,0.0,7.0,9.0,17.0,0.0,0.0,1094.0,0.0,238.0,170.0,302.0,198.0,75.0,111.0
37119003105,928.0,21.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,907.0,58.0,59.0,107.0,263.0,176.0,113.0,131.0
37119003106,1573.0,129.0,0.0,15.0,59.0,22.0,24.0,9.0,0.0,1444.0,118.0,207.0,291.0,176.0,248.0,202.0,202.0
37119003108,1226.0,48.0,0.0,24.0,6.0,0.0,18.0,0.0,0.0,1178.0,150.0,141.0,236.0,230.0,105.0,119.0,197.0
37119003109,1509.0,35.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,1474.0,200.0,196.0,492.0,110.0,201.0,152.0,123.0
37119003110,880.0,86.0,0.0,0.0,54.0,32.0,0.0,0.0,0.0,794.0,40.0,55.0,242.0,258.0,86.0,38.0,75.0
37119003111,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.0,95.0,143.0,247.0,191.0,175.0,214.0,46.0
37119003201,768.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,759.0,103.0,99.0,125.0,70.0,97.0,123.0,142.0
