GEOID,B13016_001E,B13016_002E,B13016_003E,B13016_004E,B13016_005E,B13016_006E,B13016_007E,B13016_008E,B13016_009E,B13016_010E,B13016_011E,B13016_012E,B13016_013E,B13016_014E,B13016_015E,B13016_016E,B13016_017E
37065020600,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,66.0,15.0,143.0,58.0,31.0,94.0,17.0
37065020700,370.0,22.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,348.0,29.0,5.0,161.0,21.0,29.0,38.0,65.0
37065020800,714.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,710.0,70.0,80.0,121.0,109.0,40.0,155.0,135.0
37065020900,499.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,469.0,115.0,27.0,62.0,29.0,64.0,58.0,114.0
37065021000,509.0,22.0,0.0,16.0,0.0,6.0,0.0,0.0,0.0,487.0,60.0,39.0,23.0,49.0,121.0,82.0,113.0
37065021100,840.0,134.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,706.0,78.0,68.0,53.0,159.0,151.0,83.0,114.0
37065021200,834.0,137.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,697.0,19.0,152.0,178.0,206.0,57.0,81.0,4.0
37065021300,1108.0,77.0,23.0,24.0,20.0,0.0,10.0,0.0,0.0,1031.0,109.0,110.0,134.0,116.0,62.0,133.0,367.0
37065021400,919.0,118.0,0.0,0.0,16.0,81.0,0.0,21.0,0.0,801.0,172.0,126.0,70.0,54.0,90.0,143.0,146.0
37065021500,565.0,39.0,0.0,0.0,30.0,9.0,0.0,0.0,0.0,526.0,99.0,35.0,79.0,33.0,87.0,90.0,103.0
37065021600,636.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,633.0,68.0,35.0,88.0,66.0,216.0,57.0,103.0
37067000100,1069.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1046.0,29.0,165.0,297.0,205.0,164.0,50.0,136.0
37067000200,230.0,24.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,206.0,0.0,70.0,43.0,13.0,16.0,18.0,46.0
37067000301,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,189.0,40.0,198.0,10.0,20.0,53.0,36.0
37067000302,269.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,256.0,71.0,12.0,30.0,30.0,31.0,23.0,59.0
37067000400,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,96.0,34.0,177.0,76.0,211.0,106.0,125.0
37067000500,637.0,55.0,0.0,15.0,40.0,0.0,0.0,0.0,0.0,582.0,96.0,65.0,103.0,114.0,48.0,23.0,133.0
37067000600,576.0,16.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,560.0,34.0,79.0,92.0,110.0,171.0,15.0,59.0
37067000700,448.0,106.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,342.0,19.0,22.0,31.0,137.0,5.0,43.0,85.0
37067000801,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0,621.0,593.0,0.0,85.0,19.0,50.0,14.0
37067000802,920.0,19.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,901.0,357.0,210.0,21.0,73.0,78.0,82.0,80.0
37067000900,1590.0,16.0,5.0,0.0,9.0,0.0,0.0,2.0,0.0,1574.0,377.0,556.0,277.0,155.0,51.0,44.0,114.0
37067001000,1346.0,60.0,0.0,0.0,49.0,0.0,11.0,0.0,0.0,1286.0,54.0,140.0,255.0,361.0,126.0,202.0,148.0
37067001100,940.0,90.0,0.0,0.0,48.0,0.0,42.0,0.0,0.0,850.0,21.0,292.0,263.0,121.0,27.0,65.0,61.0
37067001200,325.0,24.0,0.0,0.0,5.0,7.0,0.0,0.0,12.0,301.0,59.0,0.0,13.0,59.0,37.0,49.0,84.0
37067001300,2132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.0,1125.0,762.0,79.0,31.0,62.0,35.0,38.0
37067001400,872.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,845.0,156.0,133.0,130.0,99.0,183.0,97.0,47.0
37067001500,1423.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1412.0,424.0,87.0,126.0,142.0,254.0,235.0,144.0
37067001601,801.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,749.0,144.0,36.0,31.0,163.0,157.0,54.0,164.0
37067001602,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,40.0,138.0,76.0,42.0,51.0,53.0,140.0
37067001700,1200.0,148.0,0.0,0.0,85.0,0.0,63.0,0.0,0.0,1052.0,227.0,87.0,164.0,27.0,158.0,196.0,193.0
37067001800,769.0,66.0,0.0,56.0,0.0,0.0,10.0,0.0,0.0,703.0,85.0,97.0,36.0,130.0,181.0,60.0,114.0
37067001901,449.0,41.0,0.0,28.0,13.0,0.0,0.0,0.0,0.0,408.0,88.0,8.0,94.0,20.0,58.0,59.0,81.0
37067001902,737.0,23.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,714.0,132.0,73.0,148.0,160.0,76.0,92.0,33.0
37067002001,622.0,16.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,606.0,92.0,76.0,44.0,26.0,133.0,102.0,133.0
37067002002,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263.0,224.0,97.0,367.0,86.0,202.0,132.0,155.0
37067002100,505.0,33.0,0.0,0.0,4.0,23.0,6.0,0.0,0.0,472.0,19.0,71.0,127.0,53.0,45.0,93.0,64.0
37067002200,876.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,860.0,67.0,52.0,241.0,134.0,132.0,136.0,98.0
37067002501,581.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,555.0,119.0,9.0,18.0,72.0,56.0,146.0,135.0
37067002502,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,60.0,35.0,29.0,59.0,66.0,116.0,64.0
37067002601,500.0,24.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,476.0,104.0,10.0,91.0,43.0,56.0,136.0,36.0
37067002604,1437.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1401.0,248.0,248.0,122.0,161.0,96.0,233.0,293.0
37067002605,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,39.0,30.0,53.0,54.0,36.0,205.0
37067002606,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,103.0,291.0,46.0,68.0,154.0,69.0,142.0
37067002701,1457.0,33.0,0.0,28.0,0.0,0.0,5.0,0.0,0.0,1424.0,243.0,95.0,104.0,276.0,241.0,205.0,260.0
37067002702,1212.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1194.0,5.0,17.0,91.0,372.0,268.0,226.0,215.0
37067002704,620.0,35.0,0.0,0.0,29.0,0.0,0.0,6.0,0.0,585.0,9.0,117.0,302.0,17.0,122.0,18.0,0.0
37067002705,1065.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1051.0,44.0,534.0,251.0,133.0,38.0,0.0,51.0
37067002801,1099.0,33.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,1066.0,165.0,79.0,154.0,145.0,112.0,166.0,245.0
37067002804,1025.0,133.0,9.0,0.0,70.0,0.0,54.0,0.0,0.0,892.0,288.0,42.0,62.0,148.0,91.0,143.0,118.0
37067002806,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,7.0,186.0,113.0,39.0,123.0,40.0,157.0
37067002807,1208.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1180.0,87.0,102.0,131.0,316.0,172.0,105.0,267.0
37067002808,846.0,57.0,0.0,0.0,16.0,41.0,0.0,0.0,0.0,789.0,65.0,142.0,113.0,59.0,139.0,68.0,203.0
37067002809,808.0,84.0,75.0,9.0,0.0,0.0,0.0,0.0,0.0,724.0,73.0,84.0,78.0,121.0,38.0,112.0,218.0
37067002901,795.0,167.0,0.0,54.0,20.0,81.0,0.0,0.0,12.0,628.0,62.0,62.0,124.0,69.0,75.0,127.0,109.0
37067002903,759.0,53.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,706.0,168.0,76.0,103.0,85.0,77.0,116.0,81.0
37067002904,347.0,15.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,332.0,42.0,46.0,20.0,50.0,33.0,63.0,78.0
37067003002,942.0,59.0,0.0,35.0,10.0,5.0,9.0,0.0,0.0,883.0,128.0,64.0,28.0,88.0,125.0,219.0,231.0
37067003003,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,144.0,121.0,87.0,158.0,44.0,159.0,104.0
37067003004,651.0,23.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,628.0,174.0,44.0,63.0,67.0,127.0,98.0,55.0
37067003103,1138.0,102.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,1036.0,70.0,132.0,167.0,84.0,205.0,167.0,211.0
37067003105,695.0,29.0,0.0,17.0,0.0,12.0,0.0,0.0,0.0,666.0,83.0,88.0,62.0,81.0,73.0,119.0,160.0
37067003106,756.0,37.0,0.0,17.0,0.0,0.0,20.0,0.0,0.0,719.0,156.0,12.0,113.0,98.0,48.0,66.0,226.0
37067003107,911.0,58.0,0.0,25.0,0.0,26.0,0.0,7.0,0.0,853.0,106.0,132.0,92.0,105.0,94.0,186.0,138.0
37067003108,893.0,118.0,0.0,0.0,106.0,12.0,0.0,0.0,0.0,775.0,90.0,178.0,75.0,80.0,163.0,127.0,62.0
37067003201,1092.0,74.0,0.0,0.0,0.0,31.0,0.0,33.0,10.0,1018.0,79.0,213.0,109.0,152.0,148.0,201.0,116.0
37067003202,1267.0,25.0,0.0,8.0,9.0,8.0,0.0,0.0,0.0,1242.0,162.0,244.0,111.0,107.0,130.0,176.0,312.0
37067003307,658.0,89.0,0.0,0.0,19.0,55.0,0.0,15.0,0.0,569.0,37.0,57.0,182.0,111.0,32.0,56.0,94.0
37067003308,2019.0,143.0,0.0,44.0,0.0,54.0,0.0,33.0,12.0,1876.0,350.0,154.0,155.0,213.0,302.0,300.0,402.0
37067003309,1263.0,96.0,0.0,66.0,0.0,0.0,13.0,5.0,12.0,1167.0,79.0,88.0,181.0,287.0,185.0,148.0,199.0
37067003310,1303.0,144.0,72.0,0.0,0.0,41.0,0.0,13.0,18.0,1159.0,135.0,92.0,11.0,154.0,196.0,218.0,353.0
37067003311,371.0,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,323.0,44.0,32.0,46.0,57.0,27.0,64.0,53.0
37067003312,878.0,26.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,852.0,127.0,66.0,105.0,199.0,115.0,103.0,137.0
37067003313,236.0,30.0,7.0,0.0,0.0,12.0,0.0,11.0,0.0,206.0,37.0,47.0,0.0,6.0,31.0,56.0,29.0
37067003314,669.0,32.0,0.0,0.0,13.0,19.0,0.0,0.0,0.0,637.0,132.0,103.0,59.0,55.0,90.0,96.0,102.0
37067003315,757.0,33.0,0.0,0.0,14.0,10.0,9.0,0.0,0.0,724.0,120.0,50.0,45.0,185.0,119.0,89.0,116.0
37067003402,592.0,25.0,0.0,6.0,13.0,0.0,6.0,0.0,0.0,567.0,119.0,118.0,40.0,48.0,69.0,85.0,88.0
37067003403,710.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,700.0,57.0,30.0,153.0,121.0,103.0,135.0,101.0
37067003404,1188.0,81.0,9.0,15.0,0.0,19.0,20.0,18.0,0.0,1107.0,339.0,146.0,208.0,158.0,87.0,56.0,113.0
37067003500,1766.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1739.0,288.0,295.0,66.0,399.0,212.0,279.0,200.0
37067003600,1852.0,84.0,0.0,14.0,36.0,0.0,34.0,0.0,0.0,1768.0,313.0,80.0,526.0,111.0,208.0,336.0,194.0
37067003701,1442.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.0,173.0,217.0,206.0,160.0,288.0,138.0,199.0
37067003702,1119.0,74.0,0.0,0.0,8.0,19.0,14.0,33.0,0.0,1045.0,110.0,122.0,280.0,293.0,62.0,55.0,123.0
37067003703,2600.0,143.0,0.0,73.0,26.0,44.0,0.0,0.0,0.0,2457.0,272.0,327.0,129.0,612.0,186.0,336.0,595.0
37067003803,1204.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1178.0,199.0,216.0,258.0,124.0,119.0,95.0,167.0
37067003804,1231.0,42.0,0.0,0.0,13.0,29.0,0.0,0.0,0.0,1189.0,74.0,44.0,330.0,162.0,197.0,84.0,298.0
37067003805,2170.0,74.0,0.0,47.0,27.0,0.0,0.0,0.0,0.0,2096.0,266.0,303.0,388.0,282.0,250.0,307.0,300.0
37067003806,1152.0,25.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,1127.0,157.0,308.0,77.0,82.0,112.0,65.0,326.0
37067003903,939.0,90.0,0.0,26.0,19.0,0.0,45.0,0.0,0.0,849.0,37.0,103.0,202.0,103.0,125.0,178.0,101.0
37067003904,1754.0,97.0,0.0,24.0,40.0,33.0,0.0,0.0,0.0,1657.0,248.0,178.0,289.0,252.0,100.0,278.0,312.0
37067003905,1411.0,15.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1396.0,220.0,253.0,393.0,114.0,83.0,84.0,249.0
37067003906,703.0,69.0,0.0,0.0,8.0,41.0,20.0,0.0,0.0,634.0,175.0,23.0,34.0,43.0,106.0,110.0,143.0
37067003908,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.0,333.0,78.0,82.0,31.0,129.0,196.0,53.0
37067003909,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,111.0,21.0,24.0,113.0,235.0,74.0,222.0
37067004005,859.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,832.0,120.0,21.0,43.0,129.0,147.0,166.0,206.0
37067004007,1801.0,62.0,0.0,0.0,0.0,10.0,52.0,0.0,0.0,1739.0,266.0,260.0,159.0,270.0,167.0,183.0,434.0
37067004009,849.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,828.0,50.0,98.0,108.0,89.0,29.0,353.0,101.0
37067004010,1048.0,21.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,1027.0,18.0,100.0,159.0,125.0,131.0,125.0,369.0
37067004011,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,102.0,177.0,68.0,94.0,189.0,355.0,177.0
37067004012,1310.0,31.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,1279.0,141.0,186.0,186.0,171.0,150.0,146.0,299.0
37067004013,859.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,816.0,121.0,78.0,84.0,106.0,189.0,106.0,132.0
37067004014,668.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,660.0,59.0,23.0,41.0,124.0,70.0,144.0,199.0
37067004015,1009.0,23.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,986.0,129.0,46.0,238.0,45.0,223.0,102.0,203.0
37067004102,479.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,78.0,50.0,75.0,23.0,78.0,25.0,136.0
37067004103,1072.0,100.0,0.0,0.0,35.0,0.0,65.0,0.0,0.0,972.0,115.0,110.0,142.0,92.0,111.0,306.0,96.0
37067004104,769.0,54.0,0.0,7.0,6.0,0.0,28.0,0.0,13.0,715.0,128.0,23.0,36.0,72.0,97.0,161.0,198.0
37069060100,1084.0,19.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,1065.0,145.0,129.0,220.0,131.0,160.0,110.0,170.0
37069060200,660.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,639.0,88.0,100.0,84.0,108.0,28.0,109.0,122.0
37069060301,1204.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.0,244.0,67.0,53.0,271.0,133.0,90.0,209.0
37069060302,456.0,67.0,27.0,8.0,32.0,0.0,0.0,0.0,0.0,389.0,66.0,84.0,56.0,42.0,67.0,1.0,73.0
37069060401,636.0,125.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0,511.0,30.0,58.0,13.0,94.0,64.0,140.0,112.0
37069060403,491.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,486.0,76.0,68.0,43.0,50.0,79.0,15.0,155.0
37069060404,405.0,15.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,390.0,39.0,12.0,13.0,99.0,151.0,66.0,10.0
37069060501,1813.0,45.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,1768.0,135.0,363.0,94.0,195.0,202.0,456.0,323.0
37069060502,2115.0,196.0,0.0,21.0,82.0,34.0,13.0,33.0,13.0,1919.0,311.0,110.0,255.0,276.0,177.0,219.0,571.0
37069060601,600.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,574.0,22.0,38.0,44.0,93.0,161.0,110.0,106.0
37069060602,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.0,255.0,97.0,232.0,149.0,234.0,376.0,151.0
37069060701,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,36.0,167.0,0.0,72.0,31.0,80.0,26.0
37069060702,466.0,61.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,405.0,90.0,65.0,68.0,0.0,88.0,33.0,61.0
37069060703,433.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,426.0,45.0,13.0,27.0,24.0,165.0,93.0,59.0
37069060801,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,109.0,108.0,177.0,101.0,116.0,59.0,169.0
37069060802,1218.0,232.0,4.0,177.0,37.0,14.0,0.0,0.0,0.0,986.0,161.0,3.0,186.0,158.0,82.0,228.0,168.0
37071030103,222.0,25.0,0.0,0.0,11.0,0.0,14.0,0.0,0.0,197.0,0.0,33.0,11.0,8.0,57.0,19.0,69.0
37071030104,418.0,18.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,400.0,0.0,13.0,14.0,102.0,81.0,109.0,81.0
37071030105,984.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,972.0,163.0,44.0,97.0,142.0,143.0,114.0,269.0
37071030106,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,11.0,155.0,42.0
37071030205,893.0,70.0,0.0,0.0,29.0,0.0,10.0,31.0,0.0,823.0,135.0,142.0,60.0,131.0,70.0,161.0,124.0
37071030206,614.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,587.0,112.0,12.0,36.0,58.0,104.0,86.0,179.0
37071030207,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,28.0,34.0,0.0,0.0,12.0,12.0,54.0
37071030208,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,6.0,0.0,0.0,12.0,22.0,37.0,7.0
37071030209,337.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,318.0,22.0,14.0,60.0,56.0,33.0,81.0,52.0
37071030301,536.0,16.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,520.0,9.0,57.0,38.0,116.0,112.0,39.0,149.0
37071030302,551.0,38.0,0.0,15.0,0.0,6.0,17.0,0.0,0.0,513.0,40.0,11.0,76.0,67.0,41.0,89.0,189.0
37071030401,1119.0,21.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,1098.0,135.0,74.0,337.0,38.0,114.0,199.0,201.0
37071030403,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,77.0,25.0,35.0,36.0,64.0,53.0,155.0
37071030404,511.0,71.0,31.0,0.0,40.0,0.0,0.0,0.0,0.0,440.0,106.0,26.0,20.0,87.0,57.0,70.0,74.0
37071030501,682.0,102.0,0.0,33.0,19.0,43.0,7.0,0.0,0.0,580.0,119.0,82.0,72.0,23.0,68.0,96.0,120.0
37071030503,290.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,283.0,22.0,0.0,52.0,48.0,10.0,66.0,85.0
37071030504,363.0,20.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,343.0,56.0,48.0,0.0,51.0,13.0,11.0,164.0
37071030601,464.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,454.0,60.0,21.0,78.0,74.0,56.0,152.0,13.0
37071030602,595.0,44.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,551.0,28.0,235.0,65.0,46.0,72.0,33.0,72.0
37071030700,836.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,793.0,143.0,62.0,72.0,78.0,246.0,76.0,116.0
37071030801,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,17.0,30.0,54.0,29.0,25.0,51.0,20.0
37071030802,1090.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1060.0,67.0,302.0,185.0,107.0,66.0,145.0,188.0
37071030901,630.0,19.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,611.0,95.0,43.0,80.0,37.0,154.0,105.0,97.0
37071030902,1551.0,184.0,0.0,70.0,0.0,36.0,0.0,78.0,0.0,1367.0,207.0,189.0,109.0,166.0,425.0,163.0,108.0
37071031001,657.0,63.0,0.0,33.0,30.0,0.0,0.0,0.0,0.0,594.0,36.0,16.0,132.0,74.0,72.0,89.0,175.0
37071031004,667.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,653.0,71.0,44.0,100.0,141.0,54.0,158.0,85.0
37071031005,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,50.0,42.0,76.0,25.0,68.0,126.0,66.0
37071031006,233.0,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,185.0,5.0,13.0,26.0,39.0,86.0,16.0,0.0
37071031101,1042.0,48.0,0.0,0.0,23.0,25.0,0.0,0.0,0.0,994.0,105.0,78.0,241.0,46.0,147.0,97.0,280.0
37071031102,726.0,32.0,0.0,19.0,0.0,13.0,0.0,0.0,0.0,694.0,44.0,248.0,224.0,61.0,27.0,16.0,74.0
37071031202,693.0,120.0,0.0,0.0,12.0,0.0,17.0,0.0,91.0,573.0,240.0,89.0,61.0,93.0,20.0,61.0,9.0
37071031203,474.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,456.0,70.0,60.0,65.0,115.0,30.0,28.0,88.0
37071031204,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,33.0,59.0,0.0,111.0,6.0,60.0,70.0
37071031301,1015.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1011.0,140.0,90.0,70.0,294.0,77.0,155.0,185.0
37071031303,526.0,56.0,0.0,0.0,17.0,39.0,0.0,0.0,0.0,470.0,114.0,0.0,78.0,113.0,67.0,59.0,39.0
37071031304,657.0,60.0,0.0,0.0,0.0,17.0,36.0,0.0,7.0,597.0,26.0,90.0,34.0,134.0,61.0,120.0,132.0
37071031401,618.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,606.0,25.0,62.0,172.0,128.0,62.0,91.0,66.0
37071031402,544.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,539.0,89.0,20.0,81.0,45.0,108.0,69.0,127.0
37071031500,1181.0,47.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,1134.0,204.0,93.0,187.0,260.0,183.0,45.0,162.0
37071031600,1098.0,16.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1082.0,144.0,92.0,108.0,109.0,145.0,115.0,369.0
37071031703,919.0,88.0,0.0,0.0,24.0,29.0,11.0,8.0,16.0,831.0,100.0,123.0,51.0,107.0,75.0,156.0,219.0
37071031704,817.0,34.0,0.0,0.0,12.0,22.0,0.0,0.0,0.0,783.0,69.0,109.0,83.0,80.0,70.0,80.0,292.0
37071031705,332.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,328.0,53.0,59.0,0.0,102.0,56.0,54.0,4.0
37071031706,316.0,34.0,0.0,10.0,0.0,24.0,0.0,0.0,0.0,282.0,31.0,9.0,42.0,78.0,7.0,16.0,99.0
37071031800,774.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,766.0,37.0,91.0,126.0,122.0,74.0,125.0,191.0
37071031901,195.0,40.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,155.0,52.0,0.0,31.0,7.0,65.0,0.0,0.0
37071031902,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,60.0,0.0,0.0,39.0,60.0,0.0,86.0
37071032000,753.0,46.0,0.0,34.0,0.0,0.0,12.0,0.0,0.0,707.0,66.0,65.0,117.0,80.0,196.0,119.0,64.0
37071032100,699.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,692.0,27.0,97.0,241.0,112.0,59.0,34.0,122.0
37071032201,586.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,580.0,61.0,41.0,44.0,119.0,76.0,110.0,129.0
37071032202,609.0,16.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,593.0,53.0,61.0,198.0,52.0,79.0,30.0,120.0
37071032301,791.0,37.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,754.0,67.0,135.0,86.0,120.0,128.0,101.0,117.0
37071032302,699.0,93.0,0.0,13.0,61.0,9.0,10.0,0.0,0.0,606.0,103.0,40.0,98.0,68.0,57.0,73.0,167.0
37071032403,665.0,88.0,0.0,0.0,53.0,35.0,0.0,0.0,0.0,577.0,56.0,75.0,87.0,104.0,67.0,109.0,79.0
37071032404,868.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,847.0,133.0,48.0,138.0,150.0,61.0,53.0,264.0
37071032405,719.0,59.0,0.0,0.0,0.0,48.0,11.0,0.0,0.0,660.0,94.0,52.0,18.0,118.0,76.0,141.0,161.0
37071032406,527.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,512.0,57.0,64.0,54.0,10.0,60.0,196.0,71.0
37071032505,1116.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1108.0,157.0,43.0,273.0,150.0,121.0,151.0,213.0
37071032506,1064.0,34.0,0.0,26.0,0.0,8.0,0.0,0.0,0.0,1030.0,87.0,199.0,162.0,161.0,113.0,146.0,162.0
37071032507,1019.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,984.0,260.0,29.0,11.0,130.0,141.0,128.0,285.0
37071032508,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,74.0,58.0,40.0,92.0,71.0,115.0,56.0
37071032509,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,160.0,9.0,16.0,58.0,127.0,233.0,70.0
37071032510,400.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,373.0,39.0,12.0,45.0,63.0,111.0,23.0,80.0
37071032600,1016.0,79.0,0.0,15.0,0.0,11.0,0.0,0.0,53.0,937.0,125.0,146.0,110.0,133.0,260.0,25.0,138.0
37071032702,566.0,43.0,0.0,0.0,38.0,5.0,0.0,0.0,0.0,523.0,75.0,58.0,81.0,21.0,22.0,159.0,107.0
37071032703,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,125.0,163.0,49.0,49.0,30.0,125.0
