GEOID,B08101_001E,B08101_002E,B08101_003E,B08101_004E,B08101_005E,B08101_006E,B08101_007E,B08101_008E,B08101_009E,B08101_010E,B08101_011E,B08101_012E,B08101_013E,B08101_014E,B08101_015E,B08101_016E,B08101_017E,B08101_018E,B08101_019E,B08101_020E,B08101_021E,B08101_022E,B08101_023E,B08101_024E,B08101_025E,B08101_026E,B08101_027E,B08101_028E,B08101_029E,B08101_030E,B08101_031E,B08101_032E,B08101_033E,B08101_034E,B08101_035E,B08101_036E,B08101_037E,B08101_038E,B08101_039E,B08101_040E,B08101_041E,B08101_042E,B08101_043E,B08101_044E,B08101_045E,B08101_046E,B08101_047E,B08101_048E,B08101_049E,B08101_050E,B08101_051E,B08101_052E,B08101_053E,B08101_054E,B08101_055E,B08101_056E
37001020100,1929.0,44.0,106.0,784.0,368.0,333.0,201.0,93.0,1420.0,14.0,73.0,624.0,302.0,239.0,94.0,74.0,278.0,30.0,33.0,77.0,54.0,67.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,83.0,12.0,27.0,90.0,19.0
37001020200,1623.0,124.0,125.0,787.0,235.0,191.0,53.0,108.0,1208.0,46.0,70.0,582.0,178.0,191.0,33.0,108.0,347.0,78.0,19.0,205.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,36.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
37001020301,1517.0,0.0,70.0,677.0,179.0,199.0,279.0,113.0,1281.0,0.0,70.0,573.0,179.0,199.0,232.0,28.0,171.0,0.0,0.0,104.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,47.0,18.0
37001020302,1402.0,110.0,87.0,611.0,214.0,276.0,31.0,73.0,1267.0,62.0,87.0,559.0,179.0,276.0,31.0,73.0,135.0,48.0,0.0,52.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37001020400,2572.0,121.0,336.0,1004.0,758.0,259.0,51.0,43.0,2230.0,51.0,313.0,862.0,730.0,211.0,51.0,12.0,194.0,70.0,23.0,33.0,20.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,96.0,8.0,0.0,0.0,31.0
37001020501,1835.0,168.0,170.0,681.0,395.0,181.0,184.0,56.0,1534.0,140.0,116.0,596.0,323.0,168.0,140.0,51.0,237.0,28.0,54.0,65.0,72.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,36.0,0.0,0.0,20.0,0.0,0.0,16.0,0.0
37001020502,1930.0,56.0,324.0,951.0,399.0,118.0,63.0,19.0,1577.0,56.0,232.0,749.0,340.0,118.0,63.0,19.0,307.0,0.0,92.0,187.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,13.0,31.0,0.0,0.0,0.0
37001020601,1613.0,18.0,101.0,551.0,352.0,191.0,224.0,176.0,1424.0,18.0,101.0,448.0,343.0,158.0,194.0,162.0,13.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,83.0,4.0,33.0,30.0,14.0
37001020602,1100.0,93.0,9.0,405.0,164.0,116.0,90.0,223.0,1035.0,93.0,0.0,372.0,164.0,116.0,90.0,200.0,34.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0
37001020701,2925.0,91.0,311.0,1158.0,627.0,246.0,269.0,223.0,2427.0,0.0,209.0,1026.0,553.0,188.0,254.0,197.0,279.0,91.0,88.0,40.0,34.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,92.0,40.0,58.0,0.0,0.0
37001020702,3178.0,141.0,256.0,1275.0,626.0,497.0,86.0,297.0,2788.0,107.0,231.0,1090.0,580.0,476.0,48.0,256.0,161.0,34.0,7.0,75.0,29.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,207.0,0.0,18.0,110.0,17.0,21.0,0.0,41.0
37001020801,897.0,43.0,65.0,377.0,151.0,107.0,93.0,61.0,799.0,43.0,57.0,342.0,103.0,100.0,93.0,61.0,33.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,32.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0
37001020802,2617.0,113.0,255.0,1087.0,872.0,88.0,62.0,140.0,2275.0,69.0,162.0,934.0,820.0,88.0,62.0,140.0,244.0,0.0,79.0,113.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,44.0,0.0,40.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37001020901,1760.0,40.0,102.0,767.0,470.0,183.0,70.0,128.0,1432.0,40.0,56.0,651.0,327.0,183.0,49.0,126.0,212.0,0.0,46.0,81.0,62.0,0.0,21.0,2.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,35.0,74.0,0.0,0.0,0.0
37001020902,2086.0,265.0,83.0,667.0,586.0,239.0,117.0,129.0,1812.0,265.0,83.0,505.0,546.0,216.0,76.0,121.0,75.0,0.0,0.0,51.0,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,111.0,40.0,22.0,19.0,7.0
37001021000,1613.0,61.0,212.0,699.0,242.0,144.0,220.0,35.0,1291.0,50.0,155.0,552.0,180.0,127.0,200.0,27.0,185.0,11.0,10.0,95.0,49.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,51.0,0.0,43.0,0.0,0.0,0.0,8.0,0.0,74.0,0.0,0.0,52.0,13.0,9.0,0.0,0.0
37001021101,1609.0,87.0,67.0,805.0,293.0,127.0,115.0,115.0,1521.0,64.0,67.0,787.0,293.0,121.0,74.0,115.0,60.0,23.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37001021102,1603.0,80.0,168.0,593.0,429.0,130.0,108.0,95.0,1438.0,69.0,155.0,528.0,392.0,119.0,101.0,74.0,96.0,0.0,0.0,52.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,11.0,13.0,13.0,0.0,11.0,0.0,21.0
37001021201,2774.0,109.0,412.0,1109.0,580.0,223.0,142.0,199.0,2412.0,80.0,383.0,929.0,494.0,214.0,130.0,182.0,254.0,29.0,27.0,104.0,74.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,2.0,76.0,12.0,2.0,4.0,12.0
37001021204,2534.0,0.0,210.0,1035.0,683.0,333.0,157.0,116.0,2316.0,0.0,203.0,920.0,610.0,322.0,150.0,111.0,116.0,0.0,7.0,58.0,44.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,83.0,0.0,0.0,57.0,21.0,0.0,0.0,5.0
37001021205,3844.0,140.0,214.0,2050.0,803.0,372.0,191.0,74.0,3009.0,40.0,196.0,1771.0,625.0,215.0,88.0,74.0,321.0,100.0,18.0,30.0,163.0,10.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,484.0,0.0,0.0,234.0,0.0,147.0,103.0,0.0
37001021206,2847.0,225.0,109.0,1439.0,630.0,171.0,155.0,118.0,2448.0,156.0,99.0,1222.0,538.0,160.0,155.0,118.0,180.0,29.0,10.0,89.0,52.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,170.0,0.0,0.0,128.0,31.0,11.0,0.0,0.0
37001021207,1325.0,13.0,1.0,643.0,292.0,210.0,86.0,80.0,1091.0,1.0,0.0,510.0,219.0,195.0,86.0,80.0,58.0,12.0,0.0,42.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,82.0,70.0,14.0,0.0,0.0
37001021300,3253.0,105.0,432.0,1078.0,891.0,262.0,214.0,271.0,2842.0,97.0,410.0,892.0,814.0,229.0,185.0,215.0,230.0,8.0,16.0,141.0,42.0,5.0,8.0,10.0,11.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,162.0,0.0,3.0,42.0,30.0,26.0,17.0,44.0
37001021400,1312.0,41.0,23.0,409.0,275.0,165.0,161.0,238.0,1222.0,41.0,23.0,350.0,272.0,157.0,152.0,227.0,37.0,0.0,0.0,25.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,0.0,34.0,0.0,0.0,9.0,9.0
37001021500,2313.0,63.0,56.0,1000.0,624.0,213.0,234.0,123.0,2013.0,53.0,37.0,894.0,568.0,180.0,198.0,83.0,106.0,0.0,19.0,50.0,8.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,164.0,0.0,0.0,45.0,48.0,18.0,36.0,17.0
37001021600,2332.0,57.0,80.0,1182.0,447.0,368.0,168.0,30.0,1909.0,57.0,80.0,871.0,407.0,340.0,126.0,28.0,319.0,0.0,0.0,251.0,11.0,13.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,92.0,0.0,0.0,53.0,25.0,14.0,0.0,0.0
37001021701,1505.0,68.0,52.0,436.0,454.0,191.0,163.0,141.0,1237.0,28.0,32.0,387.0,386.0,147.0,154.0,103.0,163.0,40.0,20.0,49.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,38.0,9.0,9.0,22.0
37001021702,2601.0,237.0,667.0,758.0,448.0,202.0,139.0,150.0,2123.0,172.0,467.0,679.0,399.0,136.0,128.0,142.0,150.0,25.0,54.0,47.0,13.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,40.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,68.0,32.0,36.0,66.0,8.0,0.0
37001021703,3915.0,123.0,348.0,2041.0,767.0,311.0,149.0,176.0,3401.0,123.0,332.0,1776.0,624.0,236.0,146.0,164.0,120.0,0.0,0.0,95.0,0.0,25.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,40.0,7.0,9.0,0.0,0.0,330.0,0.0,16.0,122.0,136.0,41.0,3.0,12.0
37001021801,2233.0,84.0,103.0,791.0,674.0,228.0,110.0,243.0,1831.0,84.0,74.0,608.0,552.0,201.0,93.0,219.0,198.0,0.0,29.0,82.0,79.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,165.0,0.0,0.0,90.0,43.0,12.0,9.0,11.0
37001021802,1762.0,99.0,162.0,658.0,363.0,298.0,124.0,58.0,1434.0,76.0,127.0,616.0,274.0,196.0,98.0,47.0,70.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,12.0,0.0,0.0,12.0,11.0,95.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,128.0,23.0,35.0,0.0,49.0,7.0,14.0,0.0
37001021803,1397.0,17.0,62.0,569.0,370.0,183.0,153.0,43.0,1177.0,17.0,62.0,500.0,243.0,172.0,141.0,42.0,64.0,0.0,0.0,35.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,34.0,56.0,0.0,12.0,0.0
37001021901,2452.0,108.0,80.0,781.0,563.0,377.0,394.0,149.0,1937.0,79.0,70.0,608.0,517.0,333.0,259.0,71.0,228.0,24.0,0.0,60.0,4.0,18.0,44.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,263.0,5.0,0.0,99.0,42.0,26.0,91.0,0.0
37001021902,1928.0,59.0,156.0,860.0,473.0,106.0,215.0,59.0,1591.0,59.0,144.0,632.0,408.0,92.0,203.0,53.0,179.0,0.0,12.0,121.0,21.0,10.0,9.0,6.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,62.0,44.0,4.0,3.0,0.0
37001022001,1845.0,157.0,135.0,668.0,336.0,326.0,106.0,117.0,1517.0,117.0,114.0,571.0,241.0,316.0,72.0,86.0,102.0,18.0,10.0,42.0,17.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,220.0,22.0,11.0,53.0,74.0,7.0,22.0,31.0
37001022002,2048.0,156.0,163.0,791.0,448.0,241.0,184.0,65.0,1690.0,102.0,148.0,653.0,422.0,186.0,129.0,50.0,209.0,54.0,15.0,82.0,15.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,20.0,0.0,9.0,0.0,0.0,26.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,94.0,0.0,0.0,18.0,3.0,18.0,40.0,15.0
37003040100,1186.0,56.0,67.0,401.0,310.0,217.0,81.0,54.0,915.0,46.0,38.0,261.0,284.0,217.0,25.0,44.0,95.0,10.0,0.0,51.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,18.0,0.0,10.0,0.0,22.0,10.0,116.0,0.0,11.0,89.0,12.0,0.0,4.0,0.0
37003040200,1676.0,168.0,89.0,544.0,412.0,236.0,123.0,104.0,1506.0,155.0,89.0,445.0,364.0,226.0,123.0,104.0,70.0,13.0,0.0,43.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,56.0,44.0,0.0,0.0,0.0
37003040300,1317.0,19.0,106.0,433.0,381.0,238.0,67.0,73.0,1204.0,19.0,95.0,402.0,372.0,210.0,54.0,52.0,63.0,0.0,11.0,16.0,7.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,31.0,0.0,0.0,8.0,2.0,0.0,0.0,21.0
37003040400,2810.0,46.0,365.0,1049.0,469.0,316.0,293.0,272.0,2251.0,37.0,283.0,743.0,368.0,316.0,232.0,272.0,350.0,0.0,54.0,198.0,84.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,28.0,4.0,17.0,0.0,38.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,104.0,0.0,0.0,9.0,0.0
37003040500,3327.0,34.0,206.0,1391.0,902.0,294.0,216.0,284.0,2688.0,20.0,181.0,1141.0,792.0,193.0,151.0,210.0,478.0,14.0,25.0,231.0,91.0,11.0,32.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,19.0,90.0,33.0,0.0
37003040600,2666.0,105.0,361.0,1049.0,600.0,298.0,123.0,130.0,2319.0,41.0,361.0,893.0,545.0,245.0,117.0,117.0,206.0,22.0,0.0,101.0,30.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,91.0,42.0,0.0,24.0,25.0,0.0,0.0,0.0,41.0,0.0,0.0,22.0,0.0,0.0,6.0,13.0
37003040700,2894.0,68.0,174.0,1188.0,501.0,380.0,352.0,231.0,2487.0,68.0,174.0,969.0,458.0,314.0,316.0,188.0,195.0,0.0,0.0,70.0,35.0,40.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,44.0,0.0,9.0,0.0,15.0,114.0,0.0,0.0,75.0,8.0,17.0,0.0,14.0
37005950100,1605.0,28.0,87.0,696.0,468.0,98.0,150.0,78.0,1191.0,8.0,65.0,580.0,327.0,49.0,111.0,51.0,213.0,0.0,14.0,61.0,97.0,8.0,18.0,15.0,16.0,0.0,8.0,1.0,0.0,0.0,7.0,0.0,48.0,20.0,0.0,11.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,43.0,44.0,41.0,9.0,0.0
37005950200,1459.0,79.0,83.0,492.0,397.0,160.0,116.0,132.0,1083.0,53.0,56.0,396.0,243.0,146.0,97.0,92.0,174.0,18.0,5.0,76.0,39.0,14.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,16.0,0.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,171.0,0.0,22.0,20.0,99.0,0.0,6.0,24.0
37005950300,1205.0,28.0,183.0,362.0,243.0,205.0,74.0,110.0,1023.0,16.0,183.0,276.0,193.0,189.0,66.0,100.0,115.0,12.0,0.0,78.0,17.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,10.0,8.0,8.0,10.0
37007920100,1046.0,20.0,1.0,441.0,244.0,155.0,157.0,28.0,964.0,20.0,1.0,405.0,219.0,155.0,146.0,18.0,43.0,0.0,0.0,25.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,11.0,18.0,0.0,0.0,10.0
37007920200,907.0,26.0,84.0,446.0,134.0,109.0,29.0,79.0,764.0,26.0,72.0,373.0,120.0,83.0,28.0,62.0,120.0,0.0,4.0,64.0,12.0,22.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0
37007920301,1941.0,109.0,166.0,733.0,374.0,243.0,105.0,211.0,1697.0,109.0,137.0,678.0,351.0,154.0,88.0,180.0,143.0,0.0,29.0,53.0,22.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,1.0,14.0,1.0,31.0
37007920302,328.0,0.0,25.0,188.0,32.0,27.0,48.0,8.0,328.0,0.0,25.0,188.0,32.0,27.0,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37007920400,1059.0,0.0,117.0,459.0,119.0,213.0,63.0,88.0,599.0,0.0,26.0,225.0,78.0,150.0,63.0,57.0,454.0,0.0,91.0,234.0,41.0,63.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
37007920501,430.0,0.0,0.0,220.0,125.0,0.0,60.0,25.0,335.0,0.0,0.0,138.0,125.0,0.0,47.0,25.0,95.0,0.0,0.0,82.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37007920502,1771.0,44.0,143.0,634.0,509.0,76.0,77.0,288.0,1544.0,44.0,140.0,534.0,435.0,50.0,77.0,264.0,96.0,0.0,3.0,50.0,17.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,50.0,57.0,24.0,0.0,0.0
37007920600,1538.0,134.0,35.0,694.0,355.0,170.0,68.0,82.0,1102.0,34.0,32.0,573.0,269.0,71.0,45.0,78.0,315.0,73.0,3.0,98.0,47.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,23.0,12.0,0.0,16.0,0.0,29.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,0.0,0.0,0.0,27.0,5.0,6.0,3.0
37007980000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37009970200,1274.0,64.0,192.0,382.0,285.0,75.0,151.0,125.0,1081.0,44.0,155.0,348.0,261.0,57.0,134.0,82.0,125.0,20.0,37.0,21.0,15.0,17.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,10.0,9.0,1.0,9.0,36.0
37009970300,1080.0,12.0,109.0,448.0,154.0,244.0,43.0,70.0,877.0,12.0,109.0,377.0,94.0,207.0,26.0,52.0,98.0,0.0,0.0,45.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,8.0,0.0,0.0,17.0,8.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,63.0,0.0,0.0,18.0,31.0,4.0,0.0,10.0
